id,dam,sire,sex
667822,666692,666761,F
667201,663162,663751,M
667211,663112,663081,M
667231,666583,666371,M
667271,666583,666372,M
668821,668372,667681,M
668031,664832,667581,M
667221,665112,666471,M
667281,666172,666001,M
667291,666162,666141,M
667301,666392,666251,M
667801,665152,666011,M
667251,665322,666021,M
667551,666823,666381,M
667811,666702,666041,M
667831,667652,666262,M
667191,663022,663071,M
667181,663392,663741,M
667171,662992,663731,M
667161,663442,664021,M
667031,663032,663401,M
667041,663042,663171,M
667051,663212,663411,M
667061,663382,663181,M
667531,666052,666771,M
667071,663722,663191,M
667081,663712,663421,M
667381,665162,666282,M
667091,663372,663431,M
667101,664542,663451,M
667111,664012,663461,M
667121,663192,663201,M
667131,663412,663211,M
667141,663012,663871,M
667562,666422,666772,F
667261,666012,664831,M
667541,666082,663441,M
667821,666692,666761,M
667561,666422,666772,M
667311,666062,666301,M
666962,662982,663361,F
666952,663202,663131,F
666942,663002,663711,F
666932,663742,663121,F
666922,663402,663031,F
666912,663072,663021,F
666902,663872,663011,F
666972,663432,663371,F
667372,666152,665161,F
666882,663142,662991,F
666872,663362,662981,F
666862,663082,663111,F
667242,666412,665321,F
666852,663052,663351,F
668602,663452,663101,F
668442,667902,665151,F
666892,664022,664251,F
667521,666823,663391,M
666982,663152,663041,F
667002,663122,663151,F
667321,665892,666191,M
667112,664012,663461,F
667102,664542,663451,F
667542,666082,663441,F
667092,663372,663431,F
667082,663712,663421,F
667072,663722,663191,F
666992,663132,663141,F
667532,666052,666771,F
667052,663212,663411,F
667042,663042,663171,F
667032,663032,663401,F
667522,666823,663391,F
667022,663352,663051,F
667362,665112,663381,F
667012,663752,663161,F
667062,663382,663181,F
667021,663352,663051,M
667151,663422,663721,M
667011,663752,663161,M
667832,667652,666262,F
667812,666702,666041,F
667552,666823,666381,F
667252,665322,666021,F
667802,665152,666011,F
667302,666392,666251,F
667292,666162,666141,F
667282,666172,666001,F
667222,665112,666471,F
667361,665112,663381,M
668032,664832,667581,F
668822,668372,667681,F
667272,666583,666372,F
667232,666583,666371,F
667212,663112,663081,F
667202,663162,663751,F
667192,663022,663071,F
667122,663192,663201,F
667132,663412,663211,F
667142,663012,663871,F
667152,663422,663721,F
667262,666012,664831,F
667162,663442,664021,F
667382,665162,666282,F
667172,662992,663731,F
667182,663392,663741,F
666851,663052,663351,M
667241,666412,665321,M
668601,663452,663101,M
668441,667902,665151,M
667322,665892,666191,F
666881,663142,662991,M
666891,664022,664251,M
667371,666152,665161,M
666901,663872,663011,M
666861,663082,663111,M
666921,663402,663031,M
666911,663072,663021,M
666941,663002,663711,M
667312,666062,666301,F
666951,663202,663131,M
666961,662982,663361,M
666971,663432,663371,M
666981,663152,663041,M
666991,663132,663141,M
667001,663122,663151,M
666931,663742,663121,M
666871,663362,662981,M
