id,dam,sire,sex
774711,767652,768941,M
773821,768472,768421,M
774571,767306,767961,M
775341,768572,769101,M
774121,768462,768211,M
776591,767294,771971,M
774131,768432,768121,M
775501,767285,768851,M
774291,768852,768171,M
776601,768042,768581,M
773791,768272,767971,M
774041,767662,767921,M
774481,768942,768441,M
774831,769142,767981,M
776611,767342,771551,M
774151,769102,768561,M
773763,767952,767893,M
775461,768202,767284,M
775771,771462,767491,M
776621,768212,771461,M
774061,767762,767561,M
774781,767223,768401,M
776631,768142,772161,M
774861,770031,768891,M
774091,767502,767911,M
774461,767702,768431,M
774141,768392,768181,M
774031,768542,768411,M
774511,768162,768871,M
773801,768452,768231,M
774531,767522,768261,M
774261,767532,768021,M
774941,770353,768011,M
773701,768442,768371,M
775331,767992,769611,M
774331,767472,768191,M
774741,767972,769141,M
774731,770822,769121,M
774701,769122,767661,M
774321,767894,767341,M
774811,769112,768571,M
775781,768002,768053,M
776641,771552,767274,M
774881,767912,768861,M
776651,768872,767541,M
774491,768122,767551,M
774281,768172,768001,M
774771,768562,767323,M
774111,768192,767651,M
774501,767962,767333,M
776661,772162,768141,M
783761,767482,768881,M
774191,768262,767751,M
774891,767482,768881,M
774341,768862,768151,M
774761,767324,768481,M
774751,768582,767222,M
774251,768182,768541,M
774021,768112,767901,M
774561,768412,767701,M
774871,767932,768551,M
774471,768012,768841,M
774051,768842,768381,M
774541,768152,767471,M
774521,768232,767511,M
774201,767572,767941,M
774551,767492,768111,M
773711,767902,767951,M
776671,767752,772171,M
774271,767922,767501,M
775081,768032,768161,M
774951,769612,768041,M
774821,768054,767931,M
775031,768022,767481,M
774791,768552,767991,M
774841,768892,768201,M
775021,767982,769111,M
776681,771972,768461,M
774961,768422,767293,M
776691,772172,768471,M
774101,767942,768391,M
773811,768382,768031,M
774801,768882,767521,M
775041,769693,767531,M
774851,768372,768451,M
774931,767552,768271,M
774071,767562,767761,M
776701,767512,770813,M
775071,768402,770821,M
776711,770814,767305,M
773751,767542,767571,M
774712,767652,768941,F
773822,768472,768421,F
774572,767306,767961,F
775342,768572,769101,F
774122,768462,768211,F
776592,767294,771971,F
774132,768432,768121,F
775502,767285,768851,F
774292,768852,768171,F
776602,768042,768581,F
773792,768272,767971,F
774042,767662,767921,F
774482,768942,768441,F
774832,769142,767981,F
776612,767342,771551,F
774152,769102,768561,F
773764,767952,767893,F
775462,768202,767284,F
775772,771462,767491,F
776622,768212,771461,F
774062,767762,767561,F
774782,767223,768401,F
776632,768142,772161,F
774862,770031,768891,F
774092,767502,767911,F
774462,767702,768431,F
774142,768392,768181,F
774032,768542,768411,F
774512,768162,768871,F
773802,768452,768231,F
774532,767522,768261,F
774262,767532,768021,F
774942,770353,768011,F
773702,768442,768371,F
775332,767992,769611,F
774332,767472,768191,F
774742,767972,769141,F
774732,770822,769121,F
774702,769122,767661,F
774322,767894,767341,F
776431,769112,768571,F
775782,768002,768053,F
776642,771552,767274,F
774882,767912,768861,F
776652,768872,767541,F
774492,768122,767551,F
774282,768172,768001,F
774772,768562,767323,F
774112,768192,767651,F
774502,767962,767333,F
776662,772162,768141,F
774192,768262,767751,F
774892,767482,768881,F
774342,768862,768151,F
774762,767324,768481,F
774752,768582,767222,F
774252,768182,768541,F
774022,768112,767901,F
774562,768412,767701,F
774872,767932,768551,F
774472,768012,768841,F
774052,768842,768381,F
774542,768152,767471,F
774522,768232,767511,F
774202,767572,767941,F
774552,767492,768111,F
773712,767902,767951,F
776672,767752,772171,F
774272,767922,767501,F
774011,768032,768161,F
774952,769612,768041,F
774822,768054,767931,F
775032,768022,767481,F
774792,768552,767991,F
774842,768892,768201,F
775022,767982,769111,F
776682,771972,768461,F
774962,768422,767293,F
776692,772172,768471,F
774102,767942,768391,F
773812,768382,768031,F
774802,768882,767521,F
775042,769693,767531,F
774852,768372,768451,F
774932,767552,768271,F
774072,767562,767761,F
776702,767512,770813,F
775072,768402,770821,F
776712,770814,767305,F
773752,767542,767571,F
