id,dam,sire,sex
804701,799312,794381,M
806621,806562,805881,M
811001,794532,794501,M
804291,794172,798841,M
802031,794182,793721,M
802511,797522,794841,M
801651,793662,794551,M
809361,794362,799141,M
806631,794492,799371,M
802651,794122,794021,M
801931,794132,797521,M
802661,794482,797681,M
809251,794552,799321,M
803761,793632,799361,M
803781,799322,798471,M
801631,794142,794411,M
802151,794832,793641,M
802261,795462,794861,M
801761,794432,793491,M
805561,793532,799311,M
802271,794992,793731,M
803031,794562,794631,M
803541,798472,794491,M
802501,796042,793541,M
808241,793542,796651,M
801661,793742,793681,M
801771,794192,795721,M
803551,798842,794141,M
802481,797672,795551,M
801751,794112,794981,M
801621,793652,793711,M
801431,793462,796041,M
801711,793492,794111,M
802461,797372,793531,M
802011,793732,797371,M
803251,794102,794991,M
801701,793692,794541,M
802841,793682,794181,M
802371,795552,793671,M
803001,794462,793471,M
801721,793502,794151,M
801731,793522,794371,M
802491,797692,794131,M
802141,795202,793381,M
802131,795192,794801,M
801681,793672,794401,M
801981,794862,793741,M
802021,794382,793511,M
802041,794032,794191,M
801741,794542,796021,M
806651,799342,803571,M
801691,793712,793501,M
802591,794412,793651,M
806661,796652,799351,M
801611,794402,794831,M
806681,798462,803331,M
806691,799352,803261,M
801951,794152,793631,M
806701,803651,798461,M
802471,797682,795171,M
802951,794792,793661,M
805271,794452,799381,M
801781,793382,793521,M
803751,799362,795201,M
804702,799312,794381,F
806622,806562,805881,F
802172,794532,794501,F
804292,794172,798841,F
802032,794182,793721,F
802512,797522,794841,F
801652,793662,794551,F
804712,794362,799141,F
806632,794492,799371,F
802652,794122,794021,F
801932,794132,797521,F
802662,794482,797681,F
804142,794552,799321,F
808461,793632,799361,F
803782,799322,798471,F
808412,794142,794411,F
802152,794832,793641,F
802262,795462,794861,F
801762,794432,793491,F
805562,793532,799311,F
802272,794992,793731,F
803032,794562,794631,F
803542,798472,794491,F
802502,796042,793541,F
801442,793542,796651,F
801662,793742,793681,F
801772,794192,795721,F
803552,798842,794141,F
802482,797672,795551,F
801752,794112,794981,F
801622,793652,793711,F
801432,793462,796041,F
801712,793492,794111,F
802462,797372,793531,F
802012,793732,797371,F
803252,794102,794991,F
809391,793692,794541,F
802842,793682,794181,F
802372,795552,793671,F
803002,794462,793471,F
801722,793502,794151,F
801732,793522,794371,F
802492,797692,794131,F
802142,795202,793381,F
802132,795192,794801,F
809711,803071,799341,F
801982,794862,793741,F
802022,794382,793511,F
802042,794032,794191,F
801742,794542,796021,F
806652,799342,803571,F
801692,793712,793501,F
802592,794412,793651,F
810711,796652,799351,F
801612,794402,794831,F
806682,798462,803331,F
806692,799352,803261,F
801952,794152,793631,F
806702,803651,798461,F
802472,797682,795171,F
802952,794792,793661,F
805272,794452,799381,F
801782,793382,793521,F
803752,799362,795201,F
