id,dam,sire,sex
654552,650932,651441,F
654562,650942,650931,F
654572,650952,650941,F
654582,650962,650951,F
654592,650972,650961,F
655112,654142,650971,F
655122,654332,652721,F
655132,652362,654331,F
654601,651012,652361,F
658992,651022,651011,F
654622,651032,651021,F
654632,651042,651031,F
654642,651052,651041,F
654652,651062,651051,F
654662,651072,651951,F
655842,651082,651071,F
656432,656102,656091,F
658492,651102,651091,F
654842,651112,651101,F
654852,651122,651971,F
654862,651132,651121,F
654872,651142,651131,F
654882,651152,651141,F
654892,651162,651151,F
654902,651982,651161,F
654912,651182,651171,F
654922,651192,651181,F
654992,651202,651191,F
655002,651212,651201,F
655012,651222,651211,F
655022,651232,652721,F
655032,651242,651231,F
655042,651252,651241,F
655052,651382,652501,F
655062,651262,651381,F
655072,651272,651261,F
655082,651372,651271,F
655092,651282,651371,F
655302,654712,654741,F
660342,654712,654741,F
657632,655772,657311,F
658502,651112,651101,F
660772,651102,651091,F
655152,651322,651311,F
660472,651322,651311,F
656632,651332,651321,F
655172,651342,651331,F
655182,654112,654761,F
655191,651442,654111,F
654551,650932,651441,M
654561,650942,650931,M
654571,650952,650941,M
654581,650962,650951,M
654591,650972,650961,M
655111,654142,650971,M
655121,654332,652721,M
655131,652362,654331,M
658661,651012,652361,M
654611,651022,651011,M
654621,651032,651021,M
654631,651042,651031,M
654641,651052,651041,M
654651,651062,651051,M
654661,651072,651951,M
658471,651082,651071,M
656431,656102,656091,M
654831,651102,651091,M
654841,651112,651101,M
654851,651122,651971,M
654861,651132,651121,M
654871,651142,651131,M
654881,651152,651141,M
654891,651162,651151,M
654901,651982,651161,M
654911,651182,651171,M
654921,651192,651181,M
654991,651202,651191,M
655001,651212,651201,M
655011,651222,651211,M
655021,651232,652721,M
655031,651242,651231,M
655041,651252,651241,M
655051,651382,652501,M
655061,651262,651381,M
655071,651272,651261,M
655081,651372,651271,M
655091,651282,651371,M
661491,651282,651371,M
659451,654712,654741,M
657631,655772,657311,M
660331,655772,657311,M
655141,651312,651301,M
660771,651102,651091,M
655151,651322,651311,M
655161,651332,651321,M
655171,651342,651331,M
655181,654112,654761,M
656641,651442,654111,M
