id,dam,sire,sex
787761,780482,781481,M
788011,781152,782241,M
787111,780862,781181,M
789061,782432,781851,M
787051,780372,780611,M
789601,784142,781491,M
788301,780702,780871,M
787871,780762,781841,M
787881,780712,781701,M
788561,782682,781131,M
787981,781462,780381,M
787801,781242,780471,M
787971,781132,782031,M
790391,781172,784201,M
787991,782762,780431,M
787091,781492,781191,M
790361,784152,780621,M
787791,781542,780511,M
787001,781042,780691,M
790191,781512,784161,M
788271,780362,781081,M
787021,781082,781241,M
791241,782672,784171,M
788531,781052,781521,M
787391,781842,781461,M
787101,780802,781111,M
787281,781862,780361,M
787661,780322,780881,M
789991,784162,781141,M
786881,780552,780781,M
787951,781482,780481,M
788031,781572,781251,M
787651,780692,781571,M
787691,781232,780771,M
787851,781472,783121,M
787351,780542,780311,M
787961,782661,781211,M
791251,780472,784211,M
787061,780492,780531,M
788281,782242,780541,M
787861,782032,781071,M
790741,781522,784151,M
788001,781722,780631,M
787711,781142,781711,M
788851,781112,780321,M
791261,780622,781541,M
787681,780782,781231,M
788081,780722,780501,M
791271,781252,782041,M
786921,781192,781531,M
787441,781812,781221,M
791281,781212,794641,M
787751,782042,781721,M
787381,780882,780551,M
791291,780522,784191,M
790381,780632,784221,M
787451,781532,781171,M
787031,781102,781121,M
786981,781182,780761,M
786891,781222,781041,M
791301,784172,781811,M
787731,780312,780721,M
787781,780612,781471,M
788291,780432,782431,M
787911,780872,781861,M
788021,781072,782671,M
789711,783122,784141,M
790121,784182,781331,M
791311,780772,780491,M
787401,781852,781511,M
787641,781122,780861,M
787071,781062,781261,M
791321,784192,782761,M
787081,781092,780851,M
788061,780792,781823,M
788101,781702,780371,M
788071,781824,780701,M
787341,780532,780791,M
790371,784202,780521,M
791111,784212,781201,M
787041,780512,780801,M
787721,780302,781091,M
787671,781502,780711,M
787741,780382,781151,M
786991,781332,781061,M
787121,780502,781501,M
789591,784222,782681,M
787271,781202,781051,M
791331,781712,784181,M
787011,780852,781101,M
787762,780482,781481,F
788012,781152,782241,F
787112,780862,781181,F
787701,782432,781851,F
787052,780372,780611,F
789602,784142,781491,F
788302,780702,780871,F
787872,780762,781841,F
787882,780712,781701,F
788562,782682,781131,F
787982,781462,780381,F
787802,781242,780471,F
787972,781132,782031,F
790392,781172,784201,F
787992,782762,780431,F
787092,781492,781191,F
790362,784152,780621,F
787792,781542,780511,F
787002,781042,780691,F
790192,781512,784161,F
788272,780362,781081,F
787022,781082,781241,F
791242,782672,784171,F
788532,781052,781521,F
787392,781842,781461,F
787102,780802,781111,F
787282,781862,780361,F
787662,780322,780881,F
789992,784162,781141,F
786882,780552,780781,F
787952,781482,780481,F
788032,781572,781251,F
787652,780692,781571,F
787692,781232,780771,F
787852,781472,783121,F
787352,780542,780311,F
787962,782661,781211,F
791252,780472,784211,F
787062,780492,780531,F
788282,782242,780541,F
787862,782032,781071,F
790742,781522,784151,F
788002,781722,780631,F
787712,781142,781711,F
788852,781112,780321,F
791262,780622,781541,F
787682,780782,781231,F
788082,780722,780501,F
791272,781252,782041,F
786922,781192,781531,F
787442,781812,781221,F
791282,781212,794641,F
787752,782042,781721,F
787382,780882,780551,F
791292,780522,784191,F
790382,780632,784221,F
787452,781532,781171,F
787032,781102,781121,F
786982,781182,780761,F
786892,781222,781041,F
791302,784172,781811,F
787732,780312,780721,F
787782,780612,781471,F
788292,780432,782431,F
787912,780872,781861,F
788022,781072,782671,F
789712,783122,784141,F
790122,784182,781331,F
791312,780772,780491,F
787402,781852,781511,F
787642,781122,780861,F
787072,781062,781261,F
791322,784192,782761,F
787082,781092,780851,F
788062,780792,781823,F
788102,781702,780371,F
788072,781824,780701,F
787342,780532,780791,F
790372,784202,780521,F
791112,784212,781201,F
787042,780512,780801,F
787722,780302,781091,F
787672,781502,780711,F
787742,780382,781151,F
786992,781332,781061,F
787122,780502,781501,F
789592,784222,782681,F
787272,781202,781051,F
791332,781712,784181,F
787012,780852,781101,F
