id,dam,sire,sex
643822,638602,640041,F
645532,638612,638601,F
642702,638622,638611,F
642712,638632,638621,F
642722,638642,638631,F
642732,638652,638641,F
645352,638652,638641,F
642742,638662,638651,F
642752,638672,638661,F
642762,638682,638671,F
642772,638692,638681,F
642782,638702,638691,F
642792,638792,638701,F
642802,638802,638791,F
642812,638812,638801,F
642822,638822,638811,F
642832,638832,638821,F
642842,640872,638831,F
645562,640872,638831,F
642862,638862,638851,F
645402,638862,638851,F
642872,638872,638861,F
642882,638882,638871,F
644192,640102,638881,F
642902,638902,638891,F
642912,639182,638901,F
643142,639192,639181,F
643152,639202,639191,F
643812,643722,642991,F
643172,639232,639221,F
643182,639242,639231,F
643192,639252,639241,F
643202,639262,639251,F
643212,639272,639261,F
643222,639282,639271,F
647992,639282,639271,F
643232,639292,639281,F
643242,639302,639291,F
643252,639312,639301,F
647762,639312,639301,F
643262,639322,639311,F
644872,644692,644381,F
643292,641212,639341,F
643302,639362,641211,F
645432,639362,641211,F
643312,639372,639361,F
643322,641492,639371,F
643332,639392,639381,F
643342,640042,639391,F
648442,639362,641211,F
642681,638602,640041,M
645531,638612,638601,M
642701,638622,638611,M
642711,638632,638621,M
642721,638642,638631,M
642731,638652,638641,M
645351,638652,638641,M
642741,638662,638651,M
642751,638672,638661,M
642761,638682,638671,M
642771,638692,638681,M
642781,638702,638691,M
642791,638792,638701,M
642801,638802,638791,M
642811,638812,638801,M
642821,638822,638811,M
642831,638832,638821,M
642841,640872,638831,M
645561,640872,638831,M
642861,638862,638851,M
645401,638862,638851,M
642871,638872,638861,M
642881,638882,638871,M
644191,640102,638881,M
642901,638902,638891,M
642911,639182,638901,M
643141,639192,639181,M
643151,639202,639191,M
643811,643722,642991,M
643171,639232,639221,M
643181,639242,639231,M
643191,639252,639241,M
643201,639262,639251,M
643211,639272,639261,M
647741,639272,639261,M
643221,639282,639271,M
643231,639292,639281,M
643241,639302,639291,M
643251,639312,639301,M
643261,639322,639311,M
644871,644692,644381,M
643291,641212,639341,M
643301,639362,641211,M
645431,639362,641211,M
643311,639372,639361,M
643321,641492,639371,M
643331,639392,639381,M
643341,640042,639391,M
